[62, 55, 55, 51, 43, 40, 33, 22, 35, 41, 44, 47, 32, 37, 23, 0, 10, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 55, 55, 51, 43, 40, 33, 22, 35, 41, 44, 47, 32, 37, 23, 0, 10, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 110, 110, 102, 86, 80, 66, 44, 70, 82, 88, 94, 64, 74, 46, 0, 20, 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[62, 56, 55, 50, 45, 39, 34, 20, 35, 41, 46, 44, 33, 34, 26, 0, 4, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 56, 55, 50, 45, 39, 34, 20, 35, 41, 46, 44, 33, 34, 26, 0, 4, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 112, 110, 100, 90, 78, 68, 40, 70, 82, 92, 88, 66, 68, 52, 0, 8, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[62, 56, 55, 51, 43, 40, 34, 20, 35, 41, 45, 46, 32, 32, 28, 1, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 56, 55, 51, 43, 40, 34, 20, 35, 41, 45, 46, 32, 32, 28, 1, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 112, 110, 102, 86, 80, 68, 40, 70, 82, 90, 92, 64, 64, 56, 2, 0, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[62, 57, 54, 51, 44, 39, 34, 21, 34, 41, 44, 46, 33, 31, 29, 1, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 57, 54, 51, 44, 39, 34, 21, 34, 41, 44, 46, 33, 31, 29, 1, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 114, 108, 102, 88, 78, 68, 42, 68, 82, 88, 92, 66, 62, 58, 2, 0, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[62, 56, 54, 53, 43, 40, 34, 21, 32, 42, 44, 46, 34, 29, 30, 1, 7, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 56, 54, 53, 43, 40, 34, 21, 32, 42, 44, 46, 34, 29, 30, 1, 7, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 112, 108, 106, 86, 80, 68, 42, 64, 84, 88, 92, 68, 58, 60, 2, 14, 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[62, 56, 55, 51, 44, 39, 35, 20, 34, 42, 43, 47, 33, 33, 25, 0, 3, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 56, 55, 51, 44, 39, 35, 20, 34, 42, 43, 47, 33, 33, 25, 0, 3, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 112, 110, 102, 88, 78, 70, 40, 68, 84, 86, 94, 66, 66, 50, 0, 6, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[61, 57, 56, 50, 44, 39, 34, 21, 34, 40, 45, 46, 33, 34, 26, 0, 10, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 57, 56, 50, 44, 39, 34, 21, 34, 40, 45, 46, 33, 34, 26, 0, 10, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 114, 112, 100, 88, 78, 68, 42, 68, 80, 90, 92, 66, 68, 52, 0, 20, 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[62, 57, 55, 51, 43, 39, 35, 20, 34, 40, 46, 45, 34, 28, 30, 0, 6, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 57, 55, 51, 43, 39, 35, 20, 34, 40, 46, 45, 34, 28, 30, 0, 6, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 114, 110, 102, 86, 78, 70, 40, 68, 80, 92, 90, 68, 56, 60, 0, 12, 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[60, 57, 56, 50, 46, 40, 32, 21, 33, 41, 45, 47, 32, 37, 21, 0, 1, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 57, 56, 50, 46, 40, 32, 21, 33, 41, 45, 47, 32, 37, 21, 0, 1, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 114, 112, 100, 92, 80, 64, 42, 66, 82, 90, 94, 64, 74, 42, 0, 2, 194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[62, 58, 54, 51, 45, 39, 33, 20, 33, 41, 44, 46, 35, 33, 24, 1, 9, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 58, 54, 51, 45, 39, 33, 20, 33, 41, 44, 46, 35, 33, 24, 1, 9, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 116, 108, 102, 90, 78, 66, 40, 66, 82, 88, 92, 70, 66, 48, 2, 18, 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
